mode,region,group,pid,date,utt_no,wav_path,transcript,prediction
read,GW,2,PID_000000086,20191023,00161,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191023_00161_GW.wav,﻿비만에 좋은 오늘의 운동은,비만의 좋은 오늘의 운동은.
read,GW,2,PID_000000090,20191025,00723,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191025_00723_GW.wav,﻿어떻게 하는게 좋을지 나도 모르겠어서 걱정이야,어떻게 하는 게 좋을지 나도 모르겠어서 걱정이야.
read,GW,2,PID_000000089,20191022,00118,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191022_00118_GW.wav,﻿내가 말한게 맞니,내가 말한 게 많니?
read,GW,2,PID_000000088,20191018,00348,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191018_00348_GW.wav,﻿너랑 이렇게 얘기하니까 즐거워서 좋아,너랑 이렇게 얘기하니까 즐거워서 좋아.
read,GW,2,PID_000000089,20191024,00720,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00720_GW.wav,﻿축하해줘서 고마워,축하해 줘서 고마워
read,GW,2,PID_000000089,20191024,00566,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00566_GW.wav,﻿날씨 어떨까요,날씨 어떨까요?
read,GW,2,PID_000000089,20191022,00133,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191022_00133_GW.wav,﻿바닷물이 얼마나 깨끗한지 모래가 다 보였어,바닷물이 얼마나 깨끗한지 모래가 다 보였어.
read,GW,2,PID_000000087,20191023,00411,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00411_GW.wav,﻿밑에 집 할아버지가 이사가면 언제 또 볼 수 있을지 몰라서 서운해,밑에 집 할아버지가 이사 가면 언제 또 볼 수 있을지 몰라서 서운해.
read,GW,2,PID_000000086,20191024,00091,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00091_GW.wav,﻿밖에 비가내리는지알려줘,밖에 비가 내리는지 알려줘.
read,GW,2,PID_000000089,20191022,00071,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191022_00071_GW.wav,﻿밖에 비 오는지 알려줘,밖에 비 오는지 알려줘.
read,GW,2,PID_000000087,20191024,00091,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191024_00091_GW.wav,﻿기온이 어떠한지 알려줘,기온이 어떠한지 알려줘.
read,GW,2,PID_000000086,20191024,00554,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00554_GW.wav,﻿아들네가 또 싸웠대,아들 내가 또 싸웠대.
read,GW,2,PID_000000088,20191018,00368,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191018_00368_GW.wav,﻿내가 알고있는게 맞아,내가 알고 있는 게 맞아.
read,GW,2,PID_000000086,20191023,00054,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191023_00054_GW.wav,﻿기온을 알려주겠니,기온을 알려 주겠니.
read,GW,2,PID_000000088,20191021,00099,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191021_00099_GW.wav,﻿여행 갈 준비 다 했으니까 걱정 마,여행 갈 준비 다 했으니까 걱정 마.
read,GW,2,PID_000000086,20191024,00378,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00378_GW.wav,﻿건강이 좋아졌으면 좋겠어,건강이 좋아졌으면 좋겠어.
read,GW,2,PID_000000087,20191023,00303,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00303_GW.wav,﻿생일은 그냥 지나가는 하루 중에 하나인거야,생일은 그냥 지나가는 하루 중에 하나인 거야.
read,GW,2,PID_000000086,20191024,00524,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00524_GW.wav,﻿골다공증 음식 확인해줘,골다공집 음식 확인해줘.
read,GW,2,PID_000000088,20191018,00358,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191018_00358_GW.wav,﻿사층 할머니한테 돈을 빌려달라고 해볼까,4층 할머니한테 돈을 빌려 달라고 해볼까?
read,GW,2,PID_000000088,20191021,00278,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191021_00278_GW.wav,﻿괜찮으니까 안도와줘도 돼,괜찮으니까 안 닿아줘도 돼.
read,GW,2,PID_000000089,20191024,00717,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00717_GW.wav,﻿너무 많이 힘들었어,너무 많이 힘들었어.
read,GW,2,PID_000000088,20191018,00195,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191018_00195_GW.wav,﻿오늘은 별 일이 없는 날이었어,오늘은 별일이 없는 날이어서
read,GW,2,PID_000000086,20191022,00033,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191022_00033_GW.wav,﻿내 생일은 천구백삼십오년 삼월 십칠일이야,내 생일은 1935년 3월 17일이야.
read,GW,2,PID_000000089,20191022,00205,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191022_00205_GW.wav,﻿내가 혼자 했지,내가 혼자 했지.
read,GW,2,PID_000000089,20191024,00612,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00612_GW.wav,﻿건강이 좋아졌으면 좋겠어,건강이 좋아졌으면 좋겠어.
read,GW,2,PID_000000088,20191025,00085,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191025_00085_GW.wav,﻿옆집 할머니가 죽었어,옆집 할머니가 죽어서.
read,GW,2,PID_000000086,20191021,00186,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191021_00186_GW.wav,﻿내 곁에는 누가 있는지 아니,내 곁에는 누가 있는지 아니.
read,GW,2,PID_000000088,20191021,00161,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191021_00161_GW.wav,﻿저 아래 마을에 불이 나서 소방차랑 경찰차가 왔다 갔대,아래 마을에 불이 나서 소방차랑 경찰차가 왔다 갔대.
read,GW,2,PID_000000089,20191024,00150,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00150_GW.wav,﻿바람쐬러 산으로 갈까,바람 쐬러 산으로 갈까?
read,GW,2,PID_000000090,20191025,00180,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191025_00180_GW.wav,﻿대구 날씨 알려줘,대구 날씨 알려줘.
read,GW,2,PID_000000087,20191024,00094,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191024_00094_GW.wav,﻿오늘 날씨는 어떻게돼,오늘 날씨는 어떻게 돼?
read,GW,2,PID_000000087,20191022,00384,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191022_00384_GW.wav,﻿너무너무 고마워,너무너무 고마워.
read,GW,2,PID_000000086,20191024,00283,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00283_GW.wav,﻿너랑 시시콜콜 얘기하는게 즐거워,너랑 시시콜콜 얘기하는 게 즐거워.
read,GW,2,PID_000000090,20191029,00132,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191029_00132_GW.wav,﻿나도 니 말이 맞는 것 같아,나도 네 말이 맞는 것 같다.
read,GW,2,PID_000000086,20191024,00007,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00007_GW.wav,﻿돈이 많았으면 좋겠어,돈이 많았으면 좋겠어.
read,GW,2,PID_000000088,20191023,00409,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191023_00409_GW.wav,﻿웬만하면 라면 안먹고 밥 차려먹을거야,웬만하면 라면 안 먹고 밥 차려 먹을 거야.
read,GW,2,PID_000000086,20191021,00095,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191021_00095_GW.wav,﻿날씨 알려줘,날씨 알려줘.
read,GW,2,PID_000000089,20191018,00160,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191018_00160_GW.wav,﻿오늘 하루는 정말 보람차,오늘 하루는 정말 보람차.
read,GW,2,PID_000000087,20191024,00146,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191024_00146_GW.wav,﻿눈 오는지 알려줄래,눈 오는지 알려줄래?
read,GW,2,PID_000000089,20191024,00170,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00170_GW.wav,﻿기온이 어떱니까,지원이 어떱니까?
read,GW,2,PID_000000090,20191029,00120,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191029_00120_GW.wav,﻿어떤 운동을 하면 좋을까,어떤 운동을 하면 좋을까?
read,GW,2,PID_000000088,20191023,00135,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191023_00135_GW.wav,﻿손녀가 많이 아파서 걱정이야,손녀가 많이 아파서 걱정이야.
read,GW,2,PID_000000086,20191022,00120,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191022_00120_GW.wav,﻿자전거보다 스쿠터가 재미있어,자전거보다 스쿠터가 재미있어.
read,GW,2,PID_000000089,20191024,00502,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00502_GW.wav,﻿도와줘서 정말 고마워,도와줘서 정말 고마워.
read,GW,2,PID_000000087,20191024,00022,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191024_00022_GW.wav,﻿성당에서 오랜만에 사람들을 많이 만났어,성당에서 오랜만에 사람들을 많이 만났어.
read,GW,2,PID_000000086,20191024,00034,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00034_GW.wav,﻿눈 오는지 알려줘,오는지 알려줘.
read,GW,2,PID_000000086,20191024,00310,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00310_GW.wav,﻿양로원에서 이번에 잔치를 연대,양로원에서 이번에 잔치를 연대
read,GW,2,PID_000000086,20191023,00061,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191023_00061_GW.wav,﻿내일 날씨가 어떻대,내일 날씨가 어떻대?
read,GW,2,PID_000000090,20191025,00463,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191025_00463_GW.wav,﻿안도와줘도 괜찮아,안 도와주어도 괜찮아.
read,GW,2,PID_000000090,20191029,00517,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191029_00517_GW.wav,﻿휴대폰은 있는데 어떻게 쓰는건지 잘 몰라서 전화만 해,휴대폰은 있는데 어떻게 쓰는 건지 잘 몰라서 전화만 해.
read,GW,2,PID_000000087,20191022,00127,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191022_00127_GW.wav,﻿내가 얼마나 힘든지 사람들은 모를거야,내가 얼마나 힘든지 사람들은 모를 거야.
read,GW,2,PID_000000088,20191023,00744,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191023_00744_GW.wav,﻿나 오늘 생일이야,나 오늘 생일이야.
read,GW,2,PID_000000089,20191018,00035,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191018_00035_GW.wav,﻿너랑 이렇게 노가리를 까니까 시간이 금방 가,너랑 이렇게 노가리를 까니까 시간이 금방 가.
read,GW,2,PID_000000088,20191023,00228,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191023_00228_GW.wav,﻿딸이 이번 설에 여행을 같이 가자고 하네,딸이 이번 설에 여행을 같이 가자고 하네.
read,GW,2,PID_000000089,20191024,00359,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00359_GW.wav,﻿전화번호 알려줘,전화번호 알려줘.
read,GW,2,PID_000000086,20191024,00404,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00404_GW.wav,﻿마음이 많이 아파,마음이 많이 아파.
read,GW,2,PID_000000088,20191025,00009,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191025_00009_GW.wav,﻿일을 그만하고싶어,일을 그만하고 싶어.
read,GW,2,PID_000000087,20191023,00233,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00233_GW.wav,﻿아픈데 병원에 갈 힘도 없어,아픈데 병원에 갈 힘도 없어.
read,GW,2,PID_000000088,20191018,00289,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191018_00289_GW.wav,﻿이번 추석에는 손주랑 손녀도 볼 수 있어,이번 추석에는 손주랑 손녀도 볼 수 있어.
read,GW,2,PID_000000089,20191022,00138,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191022_00138_GW.wav,﻿나는 지금 가진 돈도 충분해,나는 지금 가진 돈도 충분해.
read,GW,2,PID_000000086,20191024,00347,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191024_00347_GW.wav,﻿입동에는 시루떡을 만들어 먹는단다,입동에는 시리떡을 만들어 먹는단다.
read,GW,2,PID_000000089,20191022,00063,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191022_00063_GW.wav,﻿많이 힘들지만 노력 중이야,많이 힘들지만 노력 중이야.
read,GW,2,PID_000000088,20191018,00030,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191018_00030_GW.wav,﻿입동에는 시루떡을 만들어 먹는단다,입동에는 시루떡을 만들어 먹는단다
read,GW,2,PID_000000087,20191023,00415,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00415_GW.wav,﻿날씨 말해줄래,날씨 말해줄래?
read,GW,2,PID_000000088,20191018,00105,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191018_00105_GW.wav,﻿정말 잘했어,정말 잘해서.
read,GW,2,PID_000000086,20191023,00087,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191023_00087_GW.wav,﻿그 처자가 결혼을 한대,처자가 결혼을 한 대.
read,GW,2,PID_000000089,20191022,00128,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191022_00128_GW.wav,﻿창문으로 나무 냄새가 들어와,창문으로 나무 냄새가 들어와.
read,GW,2,PID_000000087,20191022,00298,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191022_00298_GW.wav,﻿음식을 정말 맛있게 잘하더라니까,음식을 정말 맛있게 잘 하더라니까.
read,GW,2,PID_000000086,20191023,00063,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191023_00063_GW.wav,﻿오늘 날씨 알아,혼돈 날씨 아라
read,GW,2,PID_000000088,20191021,00027,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191021_00027_GW.wav,﻿재미있는 티비 틀어줘,재미있는 티브이 틀어줘.
read,GW,2,PID_000000088,20191021,00123,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191021_00123_GW.wav,﻿할아범 그렇게 아프더니 결국 가버렸대,할아버지 그렇게 아프더니 결국 가버렸대.
read,GW,2,PID_000000086,20191022,00049,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191022_00049_GW.wav,﻿교회에서 권사님이랑 오랜만에 수다를 떨었어,교회에서 군사님이랑 오랜만에 수다를 떨었어.
read,GW,2,PID_000000087,20191023,00383,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00383_GW.wav,﻿나는 믿는 신이 아무도 없어,나는 믿는 신이 아무도 없어.
read,GW,2,PID_000000089,20191018,00078,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191018_00078_GW.wav,﻿눈이 내리는지 물어봐도돼,눈이 내리는지 물어봐도 돼?
read,GW,2,PID_000000086,20191023,00048,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000086_20191023_00048_GW.wav,﻿이렇게 어렵고 아픈 일을 나 혼자 감당하니까 많이 힘들었어,이렇게 어렵고 아픈 일이 나 혼자 감당하니까 많이 힘들었어.
read,GW,2,PID_000000089,20191024,00396,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00396_GW.wav,﻿방금 비 와,방금 비와
read,GW,2,PID_000000088,20191023,00782,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191023_00782_GW.wav,﻿질병에 따른 추천 음식 뭐니,질병에 따른 추천 음식 머니.
read,GW,2,PID_000000087,20191023,00012,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00012_GW.wav,﻿국수는 잔치국수가 최고야,국수는 잔치국수가 최고야.
read,GW,2,PID_000000089,20191018,00197,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191018_00197_GW.wav,﻿나도 내가 세상에서 제일 자랑스러워,나도 내가 세상에서 제일 자랑스러워.
read,GW,2,PID_000000090,20191025,00639,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191025_00639_GW.wav,﻿오늘 날씨는,오늘 날씨는
read,GW,2,PID_000000088,20191018,00257,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191018_00257_GW.wav,﻿힘낼게,힘낼게.
read,GW,2,PID_000000090,20191025,00697,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191025_00697_GW.wav,﻿사는데 돈이 많이 들어,사는데 돈이 많이 들어.
read,GW,2,PID_000000088,20191021,00054,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191021_00054_GW.wav,﻿올 해는 가족이랑 여행을 갈 수 있을 줄 알았는데 못가게 됐어,올해는 가족이랑 여행 갈 수 있을 줄 알았는데 못 가게 돼서.
read,GW,2,PID_000000087,20191024,00371,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191024_00371_GW.wav,﻿이게 뭘까요,이게 뭘까요?
read,GW,2,PID_000000087,20191023,00374,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00374_GW.wav,﻿화요일은 구청에서 운동하는 날이야,화요일은 구청에서 운동하는 날이야.
read,GW,2,PID_000000090,20191029,00144,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191029_00144_GW.wav,﻿비 내리는지 알고 싶어,비 내리는지 알고 싶어.
read,GW,2,PID_000000089,20191024,00796,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00796_GW.wav,﻿한 상 아주 잘 차렸더라고,항상 아주 잘 차렸더라고.
read,GW,2,PID_000000088,20191023,00699,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191023_00699_GW.wav,﻿비만 좋은 음식 뭐다냐,비만 좋은 음식 뭐 다냐.
read,GW,2,PID_000000090,20191025,00788,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191025_00788_GW.wav,﻿눈이오는지알고싶다,눈이 오는지 알고 싶다.
read,GW,2,PID_000000089,20191024,00266,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00266_GW.wav,﻿내가 손재주가 좋아서 별걸 다 만들 줄 알아,내가 손재주가 좋아서 별걸 다 만들 줄 알아.
read,GW,2,PID_000000089,20191024,00036,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00036_GW.wav,﻿눈올까요,눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요? 눈 올까요?
read,GW,2,PID_000000089,20191018,00108,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191018_00108_GW.wav,﻿눈오는지알고싶다,눈 오는지 알고 싶다.
read,GW,2,PID_000000087,20191023,00001,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00001_GW.wav,﻿건강이 나빠진 것도 아닌데 오늘따라 많이 힘드네,건강이 나빠진 것도 아닌데 오늘따라 많이 힘드네.
read,GW,2,PID_000000089,20191024,00585,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00585_GW.wav,﻿산에 다니다보면 건강은 절로 따라와,산에 다니다 보면 건강은 절로 따라와.
read,GW,2,PID_000000089,20191022,00010,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191022_00010_GW.wav,﻿도와줄게 있으면 알려줄테니까 쉬어,도와줄게 있으면 알려줄테니까 쉬어
read,GW,2,PID_000000087,20191024,00435,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191024_00435_GW.wav,﻿마음이 답답해,마음이 답답해.
read,GW,2,PID_000000088,20191023,00600,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191023_00600_GW.wav,﻿옆집 할마시는 돈이 없대,옆집 할 맛이는 돈이 없대.
read,GW,2,PID_000000087,20191022,00064,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191022_00064_GW.wav,﻿요즘 전화로 사기치는 사람이 많대,요즘 전화로 사기치는 사람이 많대.
read,GW,2,PID_000000087,20191023,00325,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00325_GW.wav,﻿밖에 기온 어때,밖에 기온 어때?
read,GW,2,PID_000000087,20191023,00071,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00071_GW.wav,﻿일요일에는 교회에 가고 성당에 가고 절에 다녀올거야,일요일에는 교회에 가고 성당에 가고 절에 다녀올 거야.
read,GW,2,PID_000000088,20191023,00650,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191023_00650_GW.wav,﻿내리쬐는 햇살에 내가 타들어가는 줄 알았어,내리쬐는 햇살에 내가 다 들어가는 줄 알았어.
read,GW,2,PID_000000090,20191025,00414,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191025_00414_GW.wav,﻿눈이내리는지궁금해,눈 내리는지 궁금해.
read,GW,2,PID_000000088,20191021,00223,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191021_00223_GW.wav,﻿비 오는가,비 오는가
read,GW,2,PID_000000090,20191029,00603,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191029_00603_GW.wav,﻿많이 걱정이 되고 속상해,많이 걱정이 되고 속상해.
read,GW,2,PID_000000088,20191021,00067,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000088_20191021_00067_GW.wav,﻿오늘 비가 많이 오려나,오늘 비가 많이 오려나.
read,GW,2,PID_000000090,20191029,00327,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191029_00327_GW.wav,﻿비 오는지 알고싶다,비 오는지 알고 싶다.
read,GW,2,PID_000000090,20191029,00093,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191029_00093_GW.wav,﻿내일 또 떠들자,내일 또 떠들자
read,GW,2,PID_000000089,20191018,00095,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191018_00095_GW.wav,﻿돈이라는게 있을 수도 있고 없을 수도 있는거야,돈이라는 게 있을 수도 있고 없을 수도 있는 거야.
read,GW,2,PID_000000087,20191023,00280,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191023_00280_GW.wav,﻿너의 도움이 큰 도움이 됐어,너희 도움이 큰 도움이 됐어.
read,GW,2,PID_000000089,20191024,00548,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00548_GW.wav,﻿비 내리는지 물어봐도 돼,비 내리는지 물어봐도 돼?
read,GW,2,PID_000000087,20191022,00203,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000087_20191022_00203_GW.wav,﻿오늘 날씨 좋대,오늘 날씨 좋대
read,GW,2,PID_000000090,20191029,00277,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191029_00277_GW.wav,﻿고혈압 음식 불러줘,고혈압 음식 불러줘.
read,GW,2,PID_000000090,20191025,00102,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191025_00102_GW.wav,﻿운동을 시작해보자,운동을 시작해보자
read,GW,2,PID_000000090,20191025,00366,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000090_20191025_00366_GW.wav,﻿아침에 혈압을 쟀어,아침에 혈압을 재서
read,GW,2,PID_000000089,20191022,00012,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191022_00012_GW.wav,﻿방금 최고온도는 얼마,방금 최고 온도는 얼마.
read,GW,2,PID_000000089,20191024,00616,/storage/cholin2/whisper/data/VOTE400/VOTE400_Read/Audio/GW2/PID_000000089_20191024_00616_GW.wav,﻿눈이 오는지 알려줘,눈이 오는지 알려줘.
